Date,BAC Close,Observed JPM,Predicted JPM_BAC
03-04-2019,28.84000015,105.34999850000001,110.75184961543448
04-04-2019,29.14999962,105.5599976,112.05902254897195
05-04-2019,29.07999992,105.3099976,111.76385522757059
08-04-2019,29.17000008,105.65000149999999,112.14335837048256
09-04-2019,28.88999939,104.8700027,110.96268111532525
10-04-2019,29.06999969,105.3399963,111.72168731681529
11-04-2019,29.06999969,106.2300034,111.72168731681529
12-04-2019,30.17000008,111.20999909999999,116.36005246204823
15-04-2019,29.84000015,109.9400024,114.96854370700015
16-04-2019,29.87999916,111.09999850000001,115.13720729613561
17-04-2019,30.03000069,114.3000031,115.76971786141243
18-04-2019,30.03000069,113.45999909999999,115.76971786141243
22-04-2019,30.04999924,113.59999850000001,115.8540456290373
23-04-2019,30.06999969,113.7399979,115.93838140838096
24-04-2019,30.02000046,113.5500031,115.72754995065712
25-04-2019,30.07999992,113.6100006,115.98054931913626
26-04-2019,30.35000038,114.47000120000001,117.11905866353828
29-04-2019,30.77000046,116.1200027,118.89007051933139
30-04-2019,30.57999992,116.0500031,118.08889636491908
01-05-2019,30.26000023,115.1600037,116.73955556279324
02-05-2019,30.5,115.4100037,117.75156117492936
03-05-2019,30.70999908,116.1200027,118.63706305479958
06-05-2019,30.46999931,115.0899963,117.62505744266348
07-05-2019,29.92000008,113.20999909999999,115.30587893915681
08-05-2019,29.79999924,112.6100006,114.79987210614588
09-05-2019,29.70999908,112.5199966,114.42036896323393
10-05-2019,29.57999992,112.5100021,113.87220227335342
13-05-2019,28.25,109.4499969,108.26399946890662
14-05-2019,28.62000084,110.3199997,109.82417982480895
15-05-2019,28.29000092,109.90000149999999,108.43267111192782
16-05-2019,28.59000015,111.3099976,109.69767609254306
17-05-2019,28.39999962,110.7699966,108.89650198029771
20-05-2019,28.39999962,111.34999850000001,108.89650198029771
21-05-2019,28.69000053,111.7300034,110.11934710404337
22-05-2019,28.48999977,110.8199997,109.27600508104274
23-05-2019,27.76000023,108.6399994,106.19782033387908
24-05-2019,28.18000031,109.70999909999999,107.96883218967218
28-05-2019,27.89999962,108.5199966,106.78815493451488
29-05-2019,27.75,108.22000120000001,106.15565242312378
30-05-2019,27.15999985,107.0599976,103.66780227659592
31-05-2019,26.60000038,105.95999909999999,101.30645582016703
03-06-2019,26.68000031,106.45999909999999,101.64379105232369
04-06-2019,27.92000008,109.7399979,106.87249075602548
05-06-2019,27.90999985,110.1299973,106.83032284527017
06-06-2019,27.87999916,110.3700027,106.70381911300429
07-06-2019,27.53000069,109.1600037,105.22798263249827
10-06-2019,28.06999969,110.3399963,107.50499322524962
11-06-2019,28.23999977,110.6800003,108.22183155815132
12-06-2019,27.95000076,109.2699966,106.99899444612443
13-06-2019,27.94000053,109.54000090000001,106.95682653536913
14-06-2019,28.04000092,109.8199997,107.3784975890364
17-06-2019,27.93000031,109.22000120000001,106.91465866678078
18-06-2019,28.62000084,110.70999909999999,109.82417982480895
19-06-2019,28.31999969,109.9100037,108.55916674814104
20-06-2019,28.27000046,110.1900024,108.34833529041721
21-06-2019,28.12000084,109.4400024,107.71583277902612
24-06-2019,27.97999954,108.6600037,107.12549012450461
25-06-2019,27.76000023,107.7600021,106.19782033387908
26-06-2019,27.90999985,108.4800034,106.83032284527017
27-06-2019,28.20999908,108.8399963,108.09532782588542
28-06-2019,29.0,111.8000031,111.42652003758087
01-07-2019,29.42000008,113.6800003,113.19753189337398
02-07-2019,29.14999962,113.8000031,112.05902254897195
03-07-2019,29.04999924,112.8199997,111.63735153747163
05-07-2019,29.26000023,113.4899979,112.52286147122759
08-07-2019,29.20000076,112.8700027,112.26986206058152
09-07-2019,29.35000038,113.34999850000001,112.90236457197261
10-07-2019,29.02000046,113.0199966,111.51085585909146
11-07-2019,29.36000061,114.09999850000001,112.94453248272791
12-07-2019,29.45000076,115.3000031,113.32403558347293
15-07-2019,29.21999931,113.90000149999999,112.35418982820639
16-07-2019,28.98999977,115.1200027,111.38435212682558
17-07-2019,29.19000053,113.9899979,112.2276941498262
18-07-2019,29.47999954,114.66999820000001,113.45053126185311
19-07-2019,29.39999962,113.54000090000001,113.11319607186337
22-07-2019,29.56999969,114.2699966,113.83003436259813
23-07-2019,30.25,116.3600006,116.69738765203795
24-07-2019,30.67000008,116.83000179999999,118.46839950783105
25-07-2019,30.34000015,115.70999909999999,117.07689075278299
26-07-2019,30.77000046,116.22000120000001,118.89007051933139
29-07-2019,30.52000046,115.84999850000001,117.83589699643996
30-07-2019,30.88999939,115.5899963,119.3960692984566
31-07-2019,30.68000031,116.0,118.51056741858635
01-08-2019,29.48999977,112.9400024,113.49269917260841
02-08-2019,29.37999916,112.9300003,113.02886025035279
05-08-2019,28.07999992,109.5699997,107.54716113600492
06-08-2019,28.42000008,110.4300003,108.98083780180832
07-08-2019,27.88999939,108.02999879999999,106.74598702375958
08-08-2019,28.37999916,109.8600006,108.81216615878712
09-08-2019,28.32999992,109.7399979,108.60133465889633
12-08-2019,27.63999939,107.6800003,105.69181350086816
13-08-2019,27.71999931,109.3399963,106.02914869085788
14-08-2019,26.42000008,104.8000031,100.54744961867698
15-08-2019,26.25,105.1999969,99.83061128577528
16-08-2019,27.03000069,107.72000120000001,103.11963558671543
19-08-2019,27.27000046,108.6900024,104.13164119885154
20-08-2019,26.71999931,107.3099976,101.81245459929222
21-08-2019,26.93000031,107.6100006,102.69796457521511
22-08-2019,27.19000053,108.72000120000001,103.79430596669488
23-08-2019,26.46999931,106.0199966,100.7582810764008
26-08-2019,26.78000069,106.8700027,102.06546206382401
27-08-2019,26.46999931,105.7399979,100.7582810764008
28-08-2019,26.85000038,106.8000031,102.36062934305845
29-08-2019,27.32999992,109.22000120000001,104.38464056733068
30-08-2019,27.51000023,109.8600006,105.14364681098766
03-09-2019,27.04999924,108.5599976,103.2039633543403
04-09-2019,27.48999977,109.8700027,105.05931098947707
05-09-2019,28.12000084,112.3700027,107.71583277902612
06-09-2019,27.72999954,112.6100006,106.07131660161319
09-09-2019,28.62999916,115.40000149999999,109.86633968167854
10-09-2019,29.35000038,116.8700027,112.90236457197261
11-09-2019,29.45999908,117.1900024,113.36619544034251
12-09-2019,29.67000008,117.9100037,114.2517054162654
13-09-2019,30.17000008,120.2300034,116.36005246204823
16-09-2019,30.12999916,119.1600037,116.19138081902703
17-09-2019,29.94000053,118.5699997,115.39021471850046
18-09-2019,30.0,119.7600021,115.64321412914653
19-09-2019,29.81999969,119.3799973,114.88420788548954
20-09-2019,29.59000015,118.90000149999999,113.91437018410873
23-09-2019,29.52000046,118.8799973,113.61920290487429
24-09-2019,28.94000053,117.33000179999999,111.17352062693479
25-09-2019,29.25,118.0,112.48069356047229
26-09-2019,29.12999916,117.02999879999999,111.97468672746137
27-09-2019,29.35000038,117.72000120000001,112.90236457197261
30-09-2019,29.17000008,117.6900024,112.14335837048256
01-10-2019,28.44000053,115.5500031,109.06517358115195
02-10-2019,27.84000015,113.25,106.53515552386881
03-10-2019,27.80999947,112.1900024,106.40865183376987
04-10-2019,28.37000084,114.6200027,108.77000630191753
07-10-2019,28.30999947,114.3700027,108.51699887955269
08-10-2019,27.62999916,111.8199997,105.64964559011287
09-10-2019,27.88999939,112.6299973,106.74598702375958
10-10-2019,28.45000076,114.20999909999999,109.10734149190726
11-10-2019,28.90999985,116.1399994,111.04701693683583
14-10-2019,29.13999939,116.4499969,112.01685463821667
15-10-2019,29.72999954,119.95999909999999,114.50470478474453
16-10-2019,30.17000008,119.6800003,116.36005246204823
17-10-2019,30.26000023,120.34999850000001,116.73955556279324
18-10-2019,30.35000038,120.5599976,117.11905866353828
21-10-2019,31.02000046,123.5500031,119.94424404222279
22-10-2019,31.20000076,124.79000090000001,120.70325024371284
23-10-2019,31.42000008,125.1200027,121.63092007650532
24-10-2019,31.36000061,125.02999879999999,121.37792066585924
25-10-2019,31.71999931,126.02999879999999,122.89592505712055
28-10-2019,31.84000015,126.5100021,123.40193189013148
29-10-2019,32.06999969,126.4300003,124.37176959151232
30-10-2019,31.62000084,125.7300034,122.47426209950596
31-10-2019,31.27000046,124.91999820000001,120.9984175651142
01-11-2019,31.79999924,127.8000031,123.23326028927723
04-11-2019,32.40000153,128.8200073,125.76328640044609
05-11-2019,32.81999969,129.1000061,127.53429016018656
06-11-2019,32.79000092,129.3000031,127.4077945239733
07-11-2019,33.22999954,130.0,129.26313410522437
08-11-2019,33.25999832,130.38000490000002,129.38962978360456
11-11-2019,33.18000031,129.9199982,129.05230264750054
12-11-2019,33.09000015,129.1600037,128.67279950458857
13-11-2019,32.79000092,128.4799957,127.4077945239733
14-11-2019,32.70000076,128.6000061,127.02829138106135
15-11-2019,32.93000031,129.5299988,127.9981291246091
18-11-2019,32.95999908,130.61999509999998,128.12462476082237
19-11-2019,32.93999863,130.5800018,128.04028898147868
20-11-2019,32.68999863,129.63000490000002,126.98611545858726
21-11-2019,32.84000015,129.9299927,127.61862598169715
22-11-2019,33.18000031,130.7899933,129.05230264750054
25-11-2019,33.47000122,131.4900055,130.27514777124617
26-11-2019,33.34999847,131.6699982,129.76913288434957
27-11-2019,33.41999817,132.0599976,130.06430020575095
29-11-2019,33.31999969,131.7599945,129.64263720596938
02-12-2019,33.43000031,131.4700012,130.10647617039194
03-12-2019,32.84000015,129.7799988,127.61862598169715
04-12-2019,33.15000153,132.3399963,128.92580696912034
05-12-2019,33.09000015,133.0599976,128.67279950458857
06-12-2019,33.66999817,135.03999330000002,131.11847372864236
09-12-2019,33.50999832,134.41000369999998,130.44380330649597
10-12-2019,33.52999878,134.5,130.52813912800656
11-12-2019,33.63999939,134.1799927,130.99197805026216
12-12-2019,34.68000031,138.0200043,135.37734378484902
13-12-2019,34.43999863,136.8099976,134.36533011882716
16-12-2019,34.70000076,137.33999630000002,135.4616795641927
17-12-2019,35.04000092,138.17999269999999,136.89535622999603
18-12-2019,35.11000061,138.03999330000002,137.1905235092305
19-12-2019,34.95000076,137.3500061,136.5158530870841
20-12-2019,34.95999908,137.2400055,136.5580129439537
23-12-2019,35.16999817,137.1999969,137.44351486599084
24-12-2019,35.22000122,137.58000180000002,137.6543624314861
26-12-2019,35.52000046,139.03999330000002,138.9193674542683
27-12-2019,35.34999847,139.1399994,138.20252106748092
30-12-2019,35.15000153,138.63000490000002,137.3591951522517
